MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RM,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Abnorml
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Corner,Gtl,SWISU,Feedr,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Mod,ClearCr,Feedr,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Min1,NA,Attchd,Unf,TA,TA,Y,WD,Family
RL,IR1,Lvl,FR2,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,NA,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Av,ALQ,Rec,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,Hip,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,TA,N,FuseA,TA,Typ,NA,Detchd,Unf,Fa,Po,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Fa,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,ConLD,Normal
C (all),Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,TA,N,FuseA,Fa,Typ,NA,Basment,Unf,TA,TA,N,WD,Alloca
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,COD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Fa,Typ,NA,Detchd,Unf,TA,TA,P,WD,Normal
RL,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Bnk,Inside,Mod,OldTown,Norm,2fmCon,1Story,Gable,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,TA,N,SBrkr,TA,Min2,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Family
RL,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,NridgHt,PosN,1Fam,1Story,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RM,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,2Story,Flat,Plywood,Plywood,None,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,TA,Y,SBrkr,TA,Min2,NA,Attchd,Fin,TA,TA,Y,WD,Abnorml
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,FuseA,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,VinylSd,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,TA,Y,SBrkr,Gd,Min2,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Min2,NA,Detchd,Unf,TA,TA,Y,COD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RH,IR1,Lvl,Inside,Gtl,SWISU,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,TA,N,SBrkr,Fa,Typ,NA,Detchd,Unf,TA,TA,P,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Po,Detchd,Unf,Gd,TA,P,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,Gd,Gd,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Artery,Duplex,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,N,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RM,IR1,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,TA,Y,SBrkr,TA,Min2,TA,Basment,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR2,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,Hip,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,Gable,MetalSd,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Abnorml
RL,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Low,Inside,Mod,CollgCr,Norm,1Fam,SLvl,Gable,Plywood,HdBoard,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,Fa,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Family
RL,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,2fmCon,1Story,Hip,Plywood,HdBoard,None,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,Fa,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,1Fam,2Story,Gable,Plywood,Plywood,None,TA,TA,Slab,NA,NA,NA,NA,NA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,P,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,N,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,None,Gd,TA,Stone,TA,TA,Av,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,Gd,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Abnorml
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,Reg,HLS,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,Gd,Min2,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1.5Fin,Gable,HdBoard,HdBoard,BrkFace,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,Fa,No,Unf,Unf,TA,N,SBrkr,TA,Typ,NA,Detchd,Unf,TA,Gd,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
FV,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,CWD,Abnorml
